gene	transcript	chromosome	strand	TSS source	primary TSS	secondary TSS
Slc29a3	P2	chr10	-	CAGE, matched peaks	(60724335, 60724357)	(60724335, 60724357)
Slc29a4	P1P2	chr5	+	CAGE, matched peaks	(142702091, 142702153)	(142702046, 142702047)
Slc2a1	P1P2	chr4	+	CAGE, matched peaks	(119108795, 119108812)	(119108736, 119108758)
Slc2a10	P1P2	chr2	+	CAGE, matched peaks	(165503894, 165503913)	(165503894, 165503913)
Slc2a12	P1P2	chr10	+	CAGE, matched peaks	(22645087, 22645109)	(22645121, 22645137)
Slc2a13	P1P2	chr15	-	CAGE, matched peaks	(91573181, 91573245)	(91573248, 91573268)
Slc2a2	P1P2	chr3	+	CAGE, matched peaks	(28697946, 28697980)	(28697946, 28697980)
Slc2a3	P1P2	chr6	-	CAGE, matched peaks	(122742509, 122742527)	(122742509, 122742527)
Slc2a4	P1P2	chr11	-	CAGE, matched peaks	(69948153, 69948206)	(69948525, 69948548)
Slc2a5	P1P2	chr4	+	CAGE, matched peaks	(150119275, 150119331)	(150119338, 150119349)
Slc2a6	P1P2	chr2	-	CAGE, matched peaks	(27027916, 27027995)	(27027916, 27027995)
Slc2a7	P1P2	chr4	+	CAGE, matched peaks	(150148881, 150148896)	(150148905, 150148916)
Slc2a8	P1P2	chr2	-	CAGE, matched peaks	(32982007, 32982086)	(32981792, 32981811)
Slc2a9	P1	chr5	-	CAGE, matched peaks	(38480153, 38480239)	(38480153, 38480239)
Slc2a9	P2	chr5	-	CAGE, matched peaks	(38491923, 38491935)	(38491923, 38491935)
Slc30a1	P1P2	chr1	+	CAGE, matched peaks	(191906807, 191906823)	(191906776, 191906795)
Slc30a10	P1P2	chr1	+	CAGE, matched peaks	(185455052, 185455088)	(185454913, 185454931)
Slc30a2	P1P2	chr4	+	CAGE, matched peaks	(134343632, 134343680)	(134343198, 134343211)
Slc30a3	P1P2	chr5	-	CAGE, matched peaks	(31093500, 31093526)	(31093473, 31093499)
Slc30a4	P1P2	chr2	-	CAGE, matched peaks	(122702615, 122702717)	(122702727, 122702785)
Slc30a5	P1P2	chr13	-	CAGE, matched peaks	(100833369, 100833445)	(100833315, 100833367)
Slc30a6	P1P2	chr17	+	CAGE, matched peaks	(74395607, 74395639)	(74395646, 74395655)
Slc30a7	P1P2	chr3	-	CAGE, matched peaks	(116007340, 116007396)	(116007399, 116007411)
Slc30a8	P1P2	chr15	+	CAGE, matched peaks	(52295642, 52295654)	(52295642, 52295654)
Slc30a9	P1P2	chr5	+	CAGE, matched peaks	(67306941, 67306977)	(67306978, 67307014)
Slc31a1	P1P2	chr4	+	CAGE, matched peaks	(62360695, 62360758)	(62360695, 62360758)
Slc31a2	P1P2	chr4	+	CAGE, matched peaks	(62286441, 62286516)	(62286424, 62286438)
Slc32a1	P1P2	chr2	+	CAGE, matched peaks	(158610978, 158611048)	(158610731, 158610787)
Slc33a1	P1P2	chr3	-	CAGE, matched peaks	(63964571, 63964604)	(63964606, 63964624)
Slc34a1	P1P2	chr13	+	CAGE, matched peaks	(55399685, 55399700)	(55399685, 55399700)
Slc34a2	P1P2	chr5	+	CAGE, matched peaks	(53049346, 53049363)	(53049346, 53049363)
Slc34a3	P1P2	chr2	-	CAGE, matched peaks	(25234203, 25234223)	(25234227, 25234251)
Slc35a1	P1P2	chr4	-	CAGE, matched peaks	(34687382, 34687452)	(34687262, 34687309)
Slc35a2	P1P2	chrX	+	CAGE, matched peaks	(7884321, 7884339)	(7884296, 7884313)
Slc35a3	P1P2	chr3	-	CAGE, matched peaks	(116712198, 116712240)	(116712241, 116712269)
Slc35a4	P1P2	chr18	+	CAGE, matched peaks	(36679575, 36679592)	(36679228, 36679253)
Slc35a5	P1P2	chr16	-	CAGE, matched peaks	(45158650, 45158683)	(45158624, 45158645)
Slc35b1	P1P2	chr11	+	CAGE, matched peaks	(95384885, 95384918)	(95384919, 95384944)
Slc35b2	P1P2	chr17	+	CAGE, matched peaks	(45563928, 45563973)	(45563978, 45563987)
Slc35b3	P1P2	chr13	-	CAGE, matched peaks	(38960498, 38960539)	(38960542, 38960554)
Slc35b4	P1P2	chr6	-	CAGE, matched peaks	(34176941, 34177014)	(34176918, 34176932)
Slc35c1	P1P2	chr2	-	CAGE, matched peaks	(92459711, 92459781)	(92460449, 92460524)
Slc35c2	P1P2	chr2	-	CAGE, matched peaks	(165287802, 165287845)	(165287853, 165287863)
Slc35d1	P1P2	chr4	-	CAGE, matched peaks	(103215147, 103215201)	(103214791, 103214818)
Slc35d2	P1P2	chr13	-	CAGE, matched peaks	(64129305, 64129348)	(64129366, 64129375)
Slc35d3	P1P2	chr10	-	CAGE, matched peaks	(19851512, 19851568)	(19851208, 19851221)
Slc35e1	P1P2	chr8	-	CAGE, matched peaks	(72492592, 72492662)	(72492198, 72492228)
Slc35e2	P1P2	chr4	+	CAGE, matched peaks	(155601854, 155601940)	(155601373, 155601413)
Slc35e3	P1P2	chr10	-	CAGE, matched peaks	(117746356, 117746418)	(117746331, 117746350)
Slc35e4	P1P2	chr11	-	CAGE, matched peaks	(3914655, 3914672)	(3914675, 3914684)
Slc35f1	P1P2	chr10	+	CAGE, matched peaks	(52690496, 52690554)	(52690574, 52690586)
Slc35f2	P1P2	chr9	+	CAGE, matched peaks	(53771700, 53771782)	(53771499, 53771535)
Slc35f3	P1P2	chr8	+	CAGE, matched peaks	(126298526, 126298594)	(126298629, 126298643)
Slc35f4	ENSMUST00000037120.3	chr14	-	Annotation	(49314208, 49314208)	(49314208, 49314208)
Slc35f5	P1P2	chr1	+	CAGE, matched peaks	(125561010, 125561095)	(125561010, 125561095)
Slc35f6	P1P2	chr5	+	CAGE, primary peaks	(30647935, 30647998)	(30647921, 30647932)
Slc35g1	P1P2	chr19	+	CAGE, primary peaks	(38396025, 38396083)	(38396025, 38396083)
Slc35g2	P1P2	chr9	-	CAGE, primary peaks	(100571049, 100571128)	(100571049, 100571128)
Slc35g3	P1P2	chr11	-	CAGE, primary peaks	(69761909, 69761927)	(69761909, 69761927)
Slc36a1	P1P2	chr11	+	CAGE, matched peaks	(55204319, 55204386)	(55204319, 55204386)
Slc36a2	P1P2	chr11	-	CAGE, matched peaks	(55185029, 55185082)	(55185029, 55185082)
Slc36a3	P1P2	chr11	-	CAGE, matched peaks	(55151679, 55151691)	(55151703, 55151712)
Slc36a4	P1P2	chr9	+	CAGE, matched peaks	(15709715, 15709748)	(15709750, 15709771)
Slc37a1	P1P2	chr17	+	CAGE, matched peaks	(31296191, 31296253)	(31296722, 31296794)
Slc37a2	P1P2	chr9	-	CAGE, matched peaks	(37255403, 37255419)	(37255429, 37255442)
Slc37a3	P1P2	chr6	-	CAGE, matched peaks	(39377681, 39377710)	(39377641, 39377678)
Slc37a4	P1	chr9	+	CAGE, matched peaks	(44398344, 44398361)	(44398344, 44398361)
Slc37a4	P2	chr9	+	CAGE, matched peaks	(44397058, 44397128)	(44397058, 44397128)
Slc38a1	P1P2	chr15	-	CAGE, matched peaks	(96642883, 96642984)	(96642311, 96642347)
Slc38a10	P1P2	chr11	-	CAGE, matched peaks	(120151194, 120151354)	(120151194, 120151354)
Slc38a11	P1P2	chr2	-	CAGE, matched peaks	(65364011, 65364066)	(65363925, 65363936)
Slc38a2	P1P2	chr15	-	CAGE, matched peaks	(96699698, 96699717)	(96699731, 96699734)
Slc38a3	P1	chr9	-	CAGE, matched peaks	(107667375, 107667390)	(107667375, 107667390)
Slc38a3	P2	chr9	-	CAGE, matched peaks	(107668967, 107668995)	(107668967, 107668995)
Slc38a4	P1	chr15	-	CAGE, matched peaks	(97031205, 97031221)	(97031205, 97031221)
Slc38a4	P2	chr15	-	CAGE, matched peaks	(97055942, 97055964)	(97055942, 97055964)
Slc38a5	P1P2	chrX	+	CAGE, matched peaks	(8271385, 8271453)	(8271385, 8271453)
Slc38a6	P1P2	chr12	+	CAGE, matched peaks	(73286868, 73286913)	(73286823, 73286864)
Slc38a7	P1P2	chr8	-	CAGE, matched peaks	(95853501, 95853530)	(95853532, 95853540)
Slc38a8	P1P2	chr8	-	CAGE, matched peaks	(119501698, 119501726)	(119501761, 119501766)
Slc38a9	P1P2	chr13	+	CAGE, matched peaks	(112660739, 112660795)	(112660671, 112660682)
Slc39a1	P1P2	chr3	+	CAGE, matched peaks	(90248195, 90248228)	(90248886, 90248927)
Slc39a10	P1P2	chr1	-	CAGE, matched peaks	(46853482, 46853571)	(46853609, 46853630)
Slc39a11	P1P2	chr11	-	CAGE, matched peaks	(113565740, 113565792)	(113565740, 113565792)
Slc39a12	P1P2	chr2	+	CAGE, matched peaks	(14388390, 14388420)	(14388434, 14388451)
Slc39a13	P1P2	chr2	-	CAGE, matched peaks	(91070180, 91070249)	(91070302, 91070346)
Slc39a14	P1P2	chr14	-	CAGE, matched peaks	(70351354, 70351435)	(70351314, 70351330)
Slc39a2	P1P2	chr14	+	CAGE, matched peaks	(51893632, 51893677)	(51893632, 51893677)
Slc39a3	P1P2	chr10	-	CAGE, matched peaks	(81037300, 81037339)	(81037258, 81037295)
Slc39a4	P1P2	chr15	-	CAGE, matched peaks	(76616841, 76616876)	(76616825, 76616837)
Slc39a5	P1P2	chr10	-	CAGE, matched peaks	(128401218, 128401234)	(128401192, 128401214)
Slc39a6	P1P2	chr18	-	CAGE, matched peaks	(24603791, 24603843)	(24603464, 24603530)
Slc39a7	P1P2	chr17	-	CAGE, matched peaks	(34031644, 34031667)	(34031684, 34031699)
Slc39a8	P1P2	chr3	+	CAGE, matched peaks	(135825648, 135825664)	(135825648, 135825664)
Slc39a9	P1P2	chr12	+	CAGE, matched peaks	(80644212, 80644265)	(80644212, 80644265)
Slc3a1	P1P2	chr17	+	CAGE, matched peaks	(85028347, 85028404)	(85028347, 85028404)
Slc3a2	P1	chr19	-	CAGE, matched peaks	(8713862, 8713881)	(8713862, 8713881)
Slc3a2	P2	chr19	-	CAGE, matched peaks	(8723166, 8723287)	(8723166, 8723287)
Slc40a1	P1P2	chr1	-	CAGE, matched peaks	(45925570, 45925588)	(45926501, 45926560)
Slc41a1	P1P2	chr1	+	CAGE, matched peaks	(131828002, 131828019)	(131828032, 131828049)
Slc41a2	P1P2	chr10	-	CAGE, matched peaks	(83337845, 83337880)	(83337810, 83337833)
Slc41a3	P1P2	chr6	+	CAGE, matched peaks	(90604908, 90604959)	(90604908, 90604959)
Slc43a1	P1	chr2	+	CAGE, matched peaks	(84839408, 84839424)	(84839408, 84839424)
Slc43a1	P2	chr2	+	CAGE, matched peaks	(84840649, 84840662)	(84840649, 84840662)
Slc43a2	P1P2	chr11	+	CAGE, matched peaks	(75531690, 75531732)	(75532127, 75532151)
Slc43a3	P1P2	chr2	+	CAGE, matched peaks	(84936611, 84936712)	(84936583, 84936606)
Slc44a1	P1P2	chr4	+	CAGE, matched peaks	(53440388, 53440502)	(53440516, 53440548)
Slc44a2	P1	chr9	+	CAGE, matched peaks	(21320720, 21320807)	(21320720, 21320807)
Slc44a2	P2	chr9	+	CAGE, matched peaks	(21337832, 21337859)	(21337832, 21337859)
Slc44a3	P1P2	chr3	-	CAGE, matched peaks	(121532271, 121532341)	(121532240, 121532269)
Slc44a4	P1P2	chr17	+	CAGE, matched peaks	(34914459, 34914476)	(34914432, 34914446)
Slc44a5	P1P2	chr3	+	CAGE, matched peaks	(153973625, 153973690)	(153973491, 153973520)
Slc45a1	P1P2	chr4	-	CAGE, matched peaks	(150652125, 150652181)	(150652092, 150652104)
Slc45a2	P1P2	chr15	+	CAGE, matched peaks	(11000716, 11000736)	(11000748, 11000763)
Slc45a3	P1P2	chr1	+	CAGE, matched peaks	(131962987, 131963001)	(131962941, 131962969)
Slc45a4	P1P2	chr15	-	CAGE, matched peaks	(73645665, 73645750)	(73645665, 73645750)
Slc46a1	P1P2	chr11	+	CAGE, matched peaks	(78465697, 78465735)	(78465667, 78465689)
Slc46a2	P1P2	chr4	-	CAGE, matched peaks	(59915035, 59915063)	(59914950, 59914961)
Slc46a3	P1P2	chr5	-	CAGE, matched peaks	(147894804, 147894830)	(147894787, 147894798)
Slc47a1	P1P2	chr11	-	CAGE, matched peaks	(61378052, 61378085)	(61378306, 61378347)
Slc47a2	P1P2	chr11	-	CAGE, matched peaks	(61342821, 61342868)	(61342794, 61342803)
Slc48a1	P1P2	chr15	+	CAGE, matched peaks	(97784365, 97784457)	(97784467, 97784475)
Slc4a1	P1	chr11	-	CAGE, matched peaks	(102365111, 102365168)	(102365111, 102365168)
Slc4a1	P2	chr11	-	CAGE, matched peaks	(102360565, 102360570)	(102360565, 102360570)
Slc4a10	P1P2	chr2	+	CAGE, matched peaks	(62046511, 62046571)	(62046491, 62046505)
Slc4a11	P1P2	chr2	-	CAGE, matched peaks	(130697462, 130697481)	(130697543, 130697584)
Slc4a1ap	P1P2	chr5	+	CAGE, matched peaks	(31526989, 31527034)	(31526757, 31526787)
Slc4a2	P1	chr5	+	CAGE, matched peaks	(24425250, 24425291)	(24425250, 24425291)
Slc4a2	P2	chr5	+	CAGE, matched peaks	(24423805, 24423848)	(24423805, 24423848)
Slc4a3	P1P2	chr1	+	CAGE, matched peaks	(75546449, 75546514)	(75546258, 75546312)
Slc4a4	P1P2	chr5	+	CAGE, matched peaks	(88886809, 88886825)	(88886809, 88886825)
Slc4a5	P1P2	chr6	+	CAGE, matched peaks	(83237562, 83237580)	(83237562, 83237580)
Slc4a7	P1P2	chr14	+	CAGE, matched peaks	(14703042, 14703073)	(14703042, 14703073)
Slc4a8	P1P2	chr15	+	CAGE, matched peaks	(100761741, 100761797)	(100761849, 100761864)
Slc4a9	P1	chr18	+	CAGE, matched peaks	(36528145, 36528154)	(36528145, 36528154)
Slc4a9	P2	chr18	+	CAGE, matched peaks	(36529223, 36529241)	(36529223, 36529241)
Slc50a1	P1P2	chr3	-	CAGE, matched peaks	(89270489, 89270551)	(89270481, 89270488)
Slc51a	P1P2	chr16	-	CAGE, primary peaks	(32487667, 32487722)	(32487667, 32487722)
Slc51b	P1P2	chr9	-	CAGE, primary peaks	(65422895, 65422910)	(65422858, 65422873)
Slc52a2	P1P2	chr15	+	CAGE, primary peaks	(76538812, 76538876)	(76538967, 76539002)
Slc52a3	P1	chr2	+	CAGE, primary peaks	(151996505, 151996556)	(151996505, 151996556)
Slc52a3	P2	chr2	+	CAGE, primary peaks	(151999886, 151999901)	(151999886, 151999901)
Slc5a1	P1P2	chr5	+	CAGE, matched peaks	(33104220, 33104240)	(33104220, 33104240)
Slc5a10	P1P2	chr11	-	CAGE, matched peaks	(61719978, 61719998)	(61720812, 61720831)
Slc5a11	P1P2	chr7	+	CAGE, matched peaks	(123214808, 123214853)	(123214860, 123214886)
Slc5a12	P1P2	chr2	+	CAGE, matched peaks	(110597298, 110597316)	(110597321, 110597353)
Slc5a2	P1P2	chr7	+	CAGE, matched peaks	(128265675, 128265690)	(128266363, 128266374)
Slc5a3	P1P2	chr16	+	CAGE, matched peaks	(92058313, 92058328)	(92058313, 92058328)
Slc5a4a	P1P2	chr10	+	CAGE, matched peaks	(76147503, 76147515)	(76147503, 76147515)
Slc5a4b	P1P2	chr10	-	CAGE, matched peaks	(76110956, 76110962)	(76110956, 76110962)
Slc5a5	P1P2	chr8	-	CAGE, matched peaks	(70892752, 70892758)	(70892752, 70892758)
Slc5a6	P1P2	chr5	-	CAGE, matched peaks	(31048236, 31048276)	(31048014, 31048038)
Slc5a7	P1P2	chr17	-	CAGE, matched peaks	(54298718, 54298732)	(54299006, 54299018)
Slc5a8	P1P2	chr10	+	CAGE, matched peaks	(88886015, 88886031)	(88885903, 88885917)
Slc5a9	P1P2	chr4	-	CAGE, matched peaks	(111898695, 111898725)	(111898695, 111898725)
Slc6a1	P1P2	chr6	+	CAGE, matched peaks	(114282757, 114282817)	(114282617, 114282644)
Slc6a11	P1P2	chr6	+	CAGE, matched peaks	(114131229, 114131246)	(114131100, 114131107)
Slc6a12	P1P2	chr6	+	CAGE, matched peaks	(121346712, 121346731)	(121346678, 121346708)
Slc6a13	P1P2	chr6	+	CAGE, matched peaks	(121300280, 121300297)	(121300735, 121300754)
Slc6a14	P1P2	chrX	+	CAGE, matched peaks	(21715034, 21715053)	(21715034, 21715053)
Slc6a15	P1P2	chr10	+	CAGE, matched peaks	(103367748, 103367836)	(103367692, 103367747)
Slc6a16	ENSMUST00000179310.1	chr7	+	Annotation	(45259030, 45259030)	(45259030, 45259030)
Slc6a17	P1P2	chr3	-	CAGE, matched peaks	(107517911, 107517986)	(107518001, 107518023)
Slc6a18	P1P2	chr13	-	CAGE, matched peaks	(73678005, 73678026)	(73678029, 73678040)
Slc6a19	P1	chr13	-	CAGE, matched peaks	(73700688, 73700702)	(73700688, 73700702)
Slc6a19	P2	chr13	-	CAGE, matched peaks	(73692600, 73692640)	(73692600, 73692640)
Slc6a2	P1P2	chr8	+	CAGE, matched peaks	(92961027, 92961044)	(92961027, 92961044)
Slc6a20a	P1P2	chr9	-	CAGE, matched peaks	(123678813, 123678850)	(123678852, 123678863)
Slc6a20b	P1P2	chr9	-	CAGE, matched peaks	(123632493, 123632525)	(123632528, 123632543)
Slc6a3	P1P2	chr13	+	CAGE, matched peaks	(73536781, 73536810)	(73536594, 73536599)
Slc6a4	P1	chr11	+	CAGE, matched peaks	(77009265, 77009280)	(77009265, 77009280)
Slc6a4	P2	chr11	+	CAGE, matched peaks	(76998595, 76998600)	(76998595, 76998600)
Slc6a5	P1P2	chr7	+	CAGE, matched peaks	(49910315, 49910337)	(49910112, 49910127)
Slc6a6	P1P2	chr6	+	CAGE, matched peaks	(91684061, 91684132)	(91684177, 91684191)
Slc6a7	P1P2	chr18	-	CAGE, matched peaks	(61014200, 61014261)	(61014068, 61014099)
Slc6a8	P1P2	chrX	+	CAGE, matched peaks	(73673156, 73673174)	(73673129, 73673135)
Slc6a9	P1P2	chr4	+	CAGE, matched peaks	(117835304, 117835333)	(117835235, 117835275)
Slc7a1	P1P2	chr5	-	CAGE, matched peaks	(148399797, 148399850)	(148399764, 148399782)
Slc7a10	P1P2	chr7	+	CAGE, matched peaks	(35186370, 35186408)	(35186409, 35186432)
Slc7a11	P1P2	chr3	-	CAGE, matched peaks	(50443578, 50443592)	(50443483, 50443496)
Slc7a12	P1P2	chr3	+	CAGE, matched peaks	(14480692, 14480707)	(14480692, 14480707)
Slc7a13	P1P2	chr4	+	CAGE, matched peaks	(19818722, 19818743)	(19818722, 19818743)
Slc7a14	P1P2	chr3	-	CAGE, matched peaks	(31310267, 31310324)	(31310246, 31310265)
Slc7a15	P1P2	chr12	-	CAGE, matched peaks	(8539560, 8539614)	(8539560, 8539614)
Slc7a2	P1P2	chr8	+	CAGE, matched peaks	(40862379, 40862430)	(40862235, 40862250)
Slc7a3	P1P2	chrX	-	CAGE, matched peaks	(101085400, 101085427)	(101085400, 101085427)
Slc7a4	P1P2	chr16	-	CAGE, matched peaks	(17576661, 17576698)	(17576216, 17576237)
Slc7a5	P1P2	chr8	-	CAGE, matched peaks	(121907678, 121907694)	(121907630, 121907636)
Slc7a6	P1P2	chr8	+	CAGE, matched peaks	(106168857, 106168926)	(106169109, 106169126)
Slc7a6os	P1P2	chr8	-	CAGE, matched peaks	(106210924, 106210942)	(106210924, 106210942)
Slc7a7	P1P2	chr14	-	CAGE, matched peaks	(54413987, 54414084)	(54413987, 54414084)
Slc7a8	P1P2	chr14	-	CAGE, matched peaks	(54781934, 54781952)	(54781906, 54781925)
Slc7a9	P1P2	chr7	+	CAGE, matched peaks	(35449055, 35449111)	(35449154, 35449167)
Slc8a1	ENSMUST00000163680.2	chr17	-	Annotation	(81649606, 81649606)	(81649606, 81649606)
Slc8a2	P1P2	chr7	+	CAGE, matched peaks	(16130285, 16130333)	(16130285, 16130333)
Slc8a3	P1P2	chr12	-	CAGE, matched peaks	(81333129, 81333220)	(81333129, 81333220)
Slc8b1	P1P2	chr5	+	CAGE, primary peaks	(120511213, 120511246)	(120511173, 120511211)
Slc9a1	P1P2	chr4	+	CAGE, matched peaks	(133369765, 133369780)	(133369720, 133369743)
Slc9a2	P1P2	chr1	+	CAGE, matched peaks	(40681571, 40681606)	(40681608, 40681644)
Slc9a3	P1P2	chr13	+	CAGE, matched peaks	(74121405, 74121421)	(74121435, 74121446)
Slc9a3r1	P1P2	chr11	+	CAGE, matched peaks	(115163333, 115163348)	(115163400, 115163413)
Slc9a3r2	P1	chr17	-	CAGE, matched peaks	(24650270, 24650311)	(24650270, 24650311)
Slc9a3r2	P2	chr17	-	CAGE, matched peaks	(24644933, 24644976)	(24644933, 24644976)
Slc9a4	P1P2	chr1	+	CAGE, matched peaks	(40580492, 40580510)	(40580492, 40580510)
Slc9a5	P1P2	chr8	+	CAGE, matched peaks	(105348163, 105348190)	(105348092, 105348099)
Slc9a6	P1P2	chrX	+	CAGE, matched peaks	(56609843, 56609864)	(56609751, 56609797)
Slc9a7	P1P2	chrX	-	CAGE, matched peaks	(20291776, 20291834)	(20291728, 20291775)
Slc9a8	P1P2	chr2	+	CAGE, matched peaks	(167421706, 167421732)	(167421692, 167421703)
Slc9a9	P1P2	chr9	+	CAGE, matched peaks	(94669876, 94669928)	(94669974, 94669985)
Slc9b1	P1P2	chr3	+	CAGE, primary peaks	(135348030, 135348085)	(135348030, 135348085)
Slc9b2	P1P2	chr3	+	CAGE, primary peaks	(135307711, 135307750)	(135307681, 135307706)
Slc9c1	P1P2	chr16	+	CAGE, primary peaks	(45535303, 45535317)	(45535340, 45535354)
Slco1a1	P1P2	chr6	-	CAGE, matched peaks	(141946791, 141946821)	(141946827, 141946836)
Slco1a4	P1P2	chr6	-	CAGE, matched peaks	(141856192, 141856234)	(141856192, 141856234)
Slco1a5	P1P2	chr6	-	CAGE, matched peaks	(142322978, 142323007)	(142323026, 142323040)
Slco1a6	P1P2	chr6	-	CAGE, matched peaks	(142186144, 142186153)	(142186144, 142186153)
Slco1b2	P1P2	chr6	+	CAGE, matched peaks	(141629499, 141629527)	(141629499, 141629527)
Slco1c1	P1P2	chr6	+	CAGE, matched peaks	(141524379, 141524449)	(141524589, 141524629)
Slco2a1	P1	chr9	+	CAGE, matched peaks	(103008479, 103008497)	(103008479, 103008497)
Slco2a1	P2	chr9	+	CAGE, matched peaks	(102988757, 102988788)	(102988757, 102988788)
Slco2b1	P1	chr7	-	CAGE, matched peaks	(99706827, 99706873)	(99706827, 99706873)
Slco2b1	P2	chr7	-	CAGE, matched peaks	(99695572, 99695622)	(99695572, 99695622)
Slco3a1	P1P2	chr7	-	CAGE, matched peaks	(74554726, 74554791)	(74554632, 74554681)
Slco4a1	P1P2	chr2	+	CAGE, matched peaks	(180456307, 180456341)	(180456234, 180456246)
Slco4c1	P1P2	chr1	-	CAGE, matched peaks	(96872107, 96872147)	(96872165, 96872179)
Slco5a1	P1P2	chr1	-	CAGE, matched peaks	(12991109, 12991152)	(12991172, 12991183)
Slco6b1	P1P2	chr1	-	CAGE, matched peaks	(96997596, 96997610)	(96997590, 96997595)
Slco6c1	P1P2	chr1	-	CAGE, matched peaks	(97128292, 97128313)	(97128268, 97128291)
Slco6d1	P1P2	chr1	+	CAGE, matched peaks	(98421092, 98421134)	(98421092, 98421134)
Slfn1	P1P2	chr11	+	CAGE, matched peaks	(83116809, 83116850)	(83116809, 83116850)
Slfn14	P1P2	chr11	-	CAGE, primary peaks	(83286664, 83286679)	(83286680, 83286699)
Slfn2	P1P2	chr11	+	CAGE, matched peaks	(83065092, 83065109)	(83065128, 83065151)
Slfn3	P1P2	chr11	+	CAGE, matched peaks	(83191326, 83191339)	(83191296, 83191316)
Slfn4	P1P2	chr11	+	CAGE, matched peaks	(83175189, 83175204)	(83175189, 83175204)
Slfn5	P1P2	chr11	+	CAGE, matched peaks	(82952095, 82952125)	(82952062, 82952094)
Slfn8	P1P2	chr11	-	CAGE, matched peaks	(83020788, 83020843)	(83020770, 83020783)
Slfn9	P1P2	chr11	-	CAGE, matched peaks	(82991127, 82991167)	(82991821, 82991832)
Slfnl1	P1P2	chr4	+	CAGE, matched peaks	(120532219, 120532256)	(120532260, 120532265)
Slirp	P1P2	chr12	+	CAGE, primary peaks	(87443904, 87443934)	(87443904, 87443934)
Slit1	P1P2	chr19	-	CAGE, matched peaks	(41743665, 41743706)	(41743644, 41743662)
Slit2	P1P2	chr5	+	CAGE, matched peaks	(47983147, 47983162)	(47983147, 47983162)
Slit3	P1P2	chr11	+	CAGE, matched peaks	(35121065, 35121118)	(35121397, 35121512)
Slitrk1	P1P2	chr14	-	CAGE, matched peaks	(108914059, 108914139)	(108914164, 108914183)
Slitrk2	P1	chrX	+	CAGE, matched peaks	(66653003, 66653031)	(66653003, 66653031)
Slitrk2	P2	chrX	+	CAGE, matched peaks	(66649376, 66649394)	(66649376, 66649394)
Slitrk3	P1P2	chr3	-	CAGE, matched peaks	(73057776, 73057839)	(73057705, 73057726)
Slitrk4	P1P2	chrX	-	CAGE, matched peaks	(64276937, 64277002)	(64276914, 64276930)
Slitrk5	P1P2	chr14	+	CAGE, matched peaks	(111674860, 111674924)	(111675113, 111675119)
Slitrk6	P1P2	chr14	-	CAGE, matched peaks	(110755041, 110755099)	(110755041, 110755099)
Slk	P1P2	chr19	+	CAGE, matched peaks	(47579602, 47579681)	(47579688, 47579714)
Slmap	P1P2	chr14	-	CAGE, matched peaks	(26534870, 26534929)	(26534870, 26534929)
Slmo1	P1P2	chr18	+	CAGE, matched peaks	(67464860, 67464922)	(67464839, 67464858)
Slmo2	P1P2	chr2	-	CAGE, matched peaks	(174472878, 174472936)	(174472949, 174473019)
Sln	P1P2	chr9	+	CAGE, matched peaks	(53850243, 53850257)	(53850243, 53850257)
Slpi	P1P2	chr2	-	CAGE, matched peaks	(164356284, 164356298)	(164356284, 164356298)
Sltm	P1P2	chr9	+	CAGE, matched peaks	(70542872, 70542920)	(70542742, 70542827)
Slu7	P1	chr11	+	CAGE, matched peaks	(43433720, 43433783)	(43433720, 43433783)
Slu7	P2	chr11	+	CAGE, matched peaks	(43441406, 43441420)	(43441406, 43441420)
Slurp1	P1P2	chr15	-	CAGE, matched peaks	(74728011, 74728030)	(74728011, 74728030)
Slx	ENSMUST00000096913.3	chrX	-	Annotation	(26545564, 26545564)	(26545564, 26545564)
Slx1b	P1P2	chr7	-	CAGE, matched peaks	(126695731, 126695788)	(126695714, 126695728)
Slx4	P1P2	chr16	-	CAGE, matched peaks	(4003750, 4003828)	(4003721, 4003735)
Slx4ip	P1P2	chr2	+	CAGE, primary peaks	(136892208, 136892241)	(136892208, 136892241)
Slxl1	ENSMUST00000088740.4	chrX	+	Annotation	(55226875, 55226875)	(55226875, 55226875)
Smad1	P1P2	chr8	-	CAGE, matched peaks	(79399417, 79399435)	(79399513, 79399532)
Smad2	P1P2	chr18	+	CAGE, matched peaks	(76241892, 76241959)	(76241660, 76241741)
Smad3	P1P2	chr9	-	CAGE, matched peaks	(63757933, 63757964)	(63758171, 63758190)
Smad4	P1P2	chr18	-	CAGE, matched peaks	(73703739, 73703806)	(73703739, 73703806)
Smad5	P1P2	chr13	+	CAGE, matched peaks	(56702983, 56703112)	(56703360, 56703431)
Smad6	P1P2	chr9	-	CAGE, matched peaks	(64021944, 64021960)	(64022043, 64022066)
Smad7	P1P2	chr18	+	CAGE, matched peaks	(75367355, 75367373)	(75367376, 75367401)
Smad9	P1P2	chr3	+	CAGE, matched peaks	(54755574, 54755589)	(54755591, 54755627)
Smagp	P1P2	chr15	-	CAGE, matched peaks	(100636742, 100636777)	(100636853, 100636900)
Smap1	P1P2	chr1	-	CAGE, matched peaks	(23922283, 23922366)	(23922252, 23922281)
Smap2	P1P2	chr4	-	CAGE, matched peaks	(121017201, 121017261)	(121017147, 121017199)
Smarca1	P1P2	chrX	-	CAGE, matched peaks	(47892502, 47892525)	(47892467, 47892489)
