gene	transcripts	position	strand	chromosome	cage peak ranges
ZNF837	all	58892407.0	-	chr19	[(58892297, 58892298), (58892390, 58892404), (58892414, 58892430), (58892436, 58892439)]
ZNF839	ENST00000442396.2,ENST00000262236.5	102786091.0	+	chr14	[(102786043, 102786052), (102786063, 102786112), (102786260, 102786283)]
ZNF839	ENST00000558850.1	102783713.0	+	chr14	[(102783526, 102783555)]
ZNF839	ENST00000559185.1	102785634.0	+	chr14	[]
ZNF84	ENST00000392319.2,ENST00000543758.1,ENST00000539354.1	133613912.667	+	chr12	[(133613862, 133613889), (133613902, 133613924), (133613937, 133613994), (133613997, 133614013), (133614062, 133614117)]
ZNF84	ENST00000539354.1,ENST00000327668.7	133614070.0	+	chr12	[(133613862, 133613889), (133613902, 133613924), (133613937, 133613994), (133613997, 133614013), (133614062, 133614117), (133614119, 133614136), (133614137, 133614142)]
ZNF84	ENST00000543758.1,ENST00000539354.1,ENST00000327668.7	133614008.667	+	chr12	[(133613862, 133613889), (133613902, 133613924), (133613937, 133613994), (133613997, 133614013), (133614062, 133614117), (133614119, 133614136), (133614137, 133614142)]
ZNF84	all	133613975.75	+	chr12	[(133613862, 133613889), (133613902, 133613924), (133613937, 133613994), (133613997, 133614013), (133614062, 133614117), (133614119, 133614136), (133614137, 133614142)]
ZNF841	ENST00000389534.4	52599017.0	-	chr19	[(52598958, 52599026), (52599029, 52599045)]
ZNF841	ENST00000594295.1	52597357.0	-	chr19	[]
ZNF843	all	31454345.0	-	chr16	[(31454378, 31454384)]
ZNF844	all	12175513.0	+	chr19	[(12175504, 12175519), (12175535, 12175554), (12175573, 12175584), (12175588, 12175593), (12175596, 12175605)]
ZNF845	all	53837001.0	+	chr19	[(53836985, 53837024)]
ZNF846	all	9879292.0	-	chr19	[(9879146, 9879149), (9879171, 9879193), (9879256, 9879306), (9879311, 9879317), (9879328, 9879331), (9879340, 9879347), (9879350, 9879419), (9879429, 9879434)]
ZNF85	all	21106093.0	+	chr19	[(21106049, 21106072), (21106081, 21106115)]
ZNF850	all	37263715.0	-	chr19	[(37263693, 37263715), (37263723, 37263744)]
ZNF852	all	44552127.0	-	chr3	[(44552063, 44552064), (44552073, 44552084), (44552094, 44552131), (44552136, 44552141)]
ZNF853	all	6655247.0	+	chr7	[(6655171, 6655174), (6655207, 6655222), (6655225, 6655279), (6655334, 6655346)]
ZNF860	all	32023265.0	+	chr3	[(32023212, 32023215), (32023232, 32023273), (32023275, 32023285), (32023292, 32023297)]
ZNF862	all	149535455.0	+	chr7	[(149535455, 149535555)]
ZNF865	all	56116770.0	+	chr19	[(56116867, 56116872)]
ZNF878	all	12163753.0	-	chr19	[(12163769, 12163798)]
ZNF883	all	115774506.0	-	chr9	[(115774453, 115774505)]
ZNF90	all	20188829.0	+	chr19	[(20188754, 20188761), (20188776, 20188826), (20188831, 20188844)]
ZNF91	ENST00000300619.7	23578361.0	-	chr19	[(23578226, 23578285)]
ZNF91	ENST00000397082.2	23578247.0	-	chr19	[(23578226, 23578285)]
ZNF91	all	23578304.0	-	chr19	[(23578226, 23578285)]
ZNF92	all	64838739.0	+	chr7	[(64838605, 64838606), (64838754, 64838778), (64838786, 64838809)]
ZNF93	all	20011869.0	+	chr19	[(20011696, 20011705), (20011731, 20011743), (20011744, 20011770), (20011775, 20011800)]
ZNF98	all	22605147.0	-	chr19	[(22605097, 22605121), (22605136, 22605154)]
ZNF99	all	22952783.0	-	chr19	[]
ZNFX1	all	47894678.0	-	chr20	[(47894504, 47894508), (47894543, 47894548), (47894551, 47894560), (47894569, 47894799), (47894852, 47894860)]
ZNHIT1	all	100860948.0	+	chr7	[(100860931, 100860941), (100860942, 100860956), (100860961, 100860983)]
ZNHIT2	all	64885169.0	-	chr11	[(64885004, 64885011), (64885031, 64885081), (64885111, 64885202), (64885228, 64885238), (64885255, 64885261)]
ZNHIT3	all	34842478.0	+	chr17	[(34842491, 34842507), (34842512, 34842544)]
ZNHIT6	all	86174100.0	-	chr1	[(86173893, 86173909), (86173923, 86173933), (86174004, 86174028), (86174045, 86174056), (86174065, 86174134), (86174222, 86174231)]
ZNRD1	all	30029034.25	+	chr6	[(30029008, 30029055), (30029062, 30029088), (30029089, 30029122), (30029132, 30029149), (30029151, 30029166), (30029194, 30029205)]
ZNRF1	ENST00000335325.4	75032927.0	+	chr16	[(75032901, 75032974)]
ZNRF1	ENST00000567962.1	75033242.0	+	chr16	[(75033130, 75033134), (75033151, 75033156), (75033183, 75033188), (75033191, 75033201), (75033210, 75033288), (75033300, 75033313), (75033325, 75033337), (75033365, 75033404)]
ZNRF2	all	30323922.0	+	chr7	[(30324028, 30324060), (30324078, 30324081), (30324091, 30324096)]
ZNRF3	ENST00000332811.4	29279889.0	+	chr22	[(29279729, 29279757), (29279801, 29279806), (29279846, 29279872), (29279912, 29279931)]
ZNRF3	ENST00000402174.1	29313376.0	+	chr22	[]
ZNRF3	ENST00000406323.3	29383039.0	+	chr22	[]
ZNRF3	ENST00000544604.2	29279579.0	+	chr22	[(29279460, 29279491), (29279524, 29279535), (29279552, 29279586), (29279602, 29279621), (29279623, 29279651), (29279657, 29279666), (29279729, 29279757)]
ZNRF4	all	5455425.0	+	chr19	[(5455421, 5455447), (5455453, 5455482)]
ZP3	all	76054223.0	+	chr7	[(76054095, 76054104)]
ZPBP	all	50132845.0	-	chr7	[(50132801, 50132851), (50132862, 50132871)]
ZPLD1	ENST00000466937.1	102153876.0	+	chr3	[]
ZPLD1	ENST00000491959.1	101818087.0	+	chr3	[]
ZRANB1	all	126630691.0	+	chr10	[]
ZRANB2	ENST00000254821.6	71546693.0	-	chr1	[(71546690, 71546730), (71546871, 71546872)]
ZRANB2	ENST00000370920.3	71546979.0	-	chr1	[(71546871, 71546872), (71546949, 71546984), (71546989, 71546992), (71547006, 71547019)]
ZRANB2	all	71546836.0	-	chr1	[(71546690, 71546730), (71546871, 71546872), (71546949, 71546984), (71546989, 71546992), (71547006, 71547019)]
ZRANB3	ENST00000264159.6,ENST00000536680.1	136288805.0	-	chr2	[(136288740, 136288795), (136288847, 136288850), (136288880, 136288930)]
ZRANB3	ENST00000401392.1	136288300.0	-	chr2	[(136288113, 136288170), (136288276, 136288312), (136288316, 136288323)]
ZRSR2	all	15808594.0	+	chrX	[(15808569, 15808623), (15808655, 15808658), (15808673, 15808678), (15808685, 15808692), (15808747, 15808780)]
ZSCAN1	all	58545433.0	+	chr19	[(58545342, 58545347), (58545352, 58545363), (58545369, 58545404), (58545454, 58545498)]
ZSCAN10	all	3142860.0	-	chr16	[]
ZSCAN12	all	28367508.5	-	chr6	[(28367481, 28367506), (28367510, 28367537), (28367544, 28367555)]
ZSCAN16	all	28092337.0	+	chr6	[(28092330, 28092338), (28092342, 28092351), (28092352, 28092363), (28092375, 28092412), (28092416, 28092433)]
ZSCAN18	ENST00000240727.6,ENST00000601144.1	58609652.5	-	chr19	[(58609503, 58609507), (58609577, 58609628), (58609723, 58609736)]
ZSCAN18	ENST00000600404.1	58629792.0	-	chr19	[(58629614, 58629623), (58629742, 58629787)]
ZSCAN2	all	85144253.3333	+	chr15	[(85144229, 85144273), (85144277, 85144285), (85144307, 85144329)]
ZSCAN20	all	33938245.0	+	chr1	[(33938174, 33938197), (33938231, 33938235), (33938236, 33938267)]
ZSCAN21	all	99647396.0	+	chr7	[(99647389, 99647410), (99647411, 99647433), (99647438, 99647445)]
ZSCAN22	all	58838384.0	+	chr19	[(58838357, 58838367), (58838369, 58838439)]
ZSCAN23	all	28411243.0	-	chr6	[(28411220, 28411230), (28411241, 28411284)]
ZSCAN25	ENST00000334715.3	99217172.0	+	chr7	[]
ZSCAN25	ENST00000394152.2	99214570.0	+	chr7	[(99214559, 99214601)]
ZSCAN26	all	28234787.0	+	chr6	[(28234822, 28234836), (28234885, 28234960), (28234966, 28234979)]
ZSCAN29	all	43662245.0	-	chr15	[]
ZSCAN30	all	32870183.0	-	chr18	[(32870122, 32870133), (32870148, 32870223)]
ZSCAN31	ENST00000396838.2	28321971.0	-	chr6	[(28321786, 28321791), (28321795, 28321805), (28321811, 28321824), (28321827, 28321856), (28321863, 28321868), (28321897, 28321902), (28321909, 28321965), (28321971, 28321995), (28322004, 28322023), (28322041, 28322050)]
ZSCAN31	ENST00000414429.1	28324047.0	-	chr6	[]
ZSCAN31	ENST00000439158.1,ENST00000344279.6	28303925.5	-	chr6	[(28303736, 28303751), (28303855, 28303856), (28303877, 28303894), (28303901, 28303944)]
ZSCAN32	ENST00000396846.3	3447744.0	-	chr16	[]
ZSCAN32	ENST00000396852.4	3451064.0	-	chr16	[(3450940, 3450943), (3450963, 3451019)]
ZSCAN4	all	58180302.0	+	chr19	[]
ZSCAN5A	ENST00000391713.1	56739658.0	-	chr19	[]
ZSCAN5A	ENST00000391713.1,ENST00000592355.1	56739668.5	-	chr19	[]
ZSCAN5A	ENST00000587340.1	56879751.0	-	chr19	[(56879625, 56879651), (56879747, 56879783)]
ZSCAN5B	ENST00000358992.3	56704420.0	-	chr19	[]
ZSCAN5B	ENST00000586855.2	56709288.0	-	chr19	[]
ZSCAN9	all	28193063.3333	+	chr6	[(28193016, 28193026), (28193037, 28193086)]
ZSWIM1	all	44509872.0	+	chr20	[(44509840, 44509853), (44509857, 44509880)]
ZSWIM2	all	187713896.0	-	chr2	[(187713799, 187713803), (187713847, 187713852), (187713891, 187713901), (187713912, 187713919), (187714023, 187714033)]
ZSWIM4	all	13906273.0	+	chr19	[(13906215, 13906236), (13906250, 13906269)]
ZSWIM5	all	45672227.0	-	chr1	[(45672027, 45672050), (45672221, 45672260), (45672265, 45672284)]
ZSWIM6	all	60628099.0	+	chr5	[(60628064, 60628072), (60628074, 60628092), (60628269, 60628327)]
ZSWIM7	all	15903001.0	-	chr17	[(15902916, 15902937), (15902951, 15903000), (15903002, 15903036)]
ZSWIM8	all	75545419.0	+	chr10	[(75545306, 75545315), (75545329, 75545383), (75545391, 75545414)]
ZUFSP	all	116989956.0	-	chr6	[(116989837, 116989843)]
ZW10	all	113644532.0	-	chr11	[(113644390, 113644480), (113644481, 113644490), (113644491, 113644492)]
ZWILCH	all	66797296.0	+	chr15	[(66797426, 66797434), (66797447, 66797460), (66797463, 66797483), (66797484, 66797504)]
ZWINT	all	58121031.3333	-	chr10	[(58120838, 58120845), (58120996, 58121039)]
ZXDA	all	57937066.0	-	chrX	[(57937160, 57937166)]
ZXDB	all	57618268.0	+	chrX	[(57618152, 57618177), (57618220, 57618235), (57618247, 57618251), (57618430, 57618479)]
ZXDC	all	126194734.0	-	chr3	[(126194707, 126194798), (126194815, 126194848), (126194861, 126194864), (126194866, 126194887)]
ZYG11A	all	53308407.0	+	chr1	[(53308398, 53308413), (53308414, 53308423), (53308425, 53308442), (53308483, 53308501), (53308505, 53308544), (53308550, 53308574), (53308586, 53308593)]
ZYG11B	all	53192180.0	+	chr1	[(53192079, 53192090), (53192114, 53192150), (53192160, 53192181), (53192293, 53192324)]
ZYX	all	143078172.0	+	chr7	[(143078086, 143078099), (143078359, 143078366)]
ZZEF1	all	4046313.0	-	chr17	[(4046174, 4046177), (4046248, 4046251), (4046257, 4046349)]
ZZZ3	all	78148342.0	-	chr1	[(78148324, 78148365)]
pseudo_0	na				
pseudo_1	na				
pseudo_10	na				
pseudo_100	na				
pseudo_1000	na				
pseudo_10000	na				
pseudo_10001	na				
pseudo_10002	na				
pseudo_10003	na				
pseudo_10004	na				
pseudo_10005	na				
pseudo_10006	na				
pseudo_10007	na				
pseudo_10008	na				
pseudo_10009	na				
pseudo_1001	na				
pseudo_10010	na				
pseudo_10011	na				
pseudo_10012	na				
pseudo_10013	na				
pseudo_10014	na				
pseudo_10015	na				
pseudo_10016	na				
pseudo_10017	na				
pseudo_10018	na				
pseudo_10019	na				
pseudo_1002	na				
pseudo_10020	na				
pseudo_10021	na				
pseudo_10022	na				
pseudo_10023	na				
pseudo_10024	na				
pseudo_10025	na				
pseudo_10026	na				
pseudo_10027	na				
pseudo_10028	na				
pseudo_10029	na				
pseudo_1003	na				
pseudo_10030	na				
pseudo_10031	na				
pseudo_10032	na				
pseudo_10033	na				
pseudo_10034	na				
pseudo_10035	na				
pseudo_10036	na				
pseudo_10037	na				
pseudo_10038	na				
pseudo_10039	na				
pseudo_1004	na				
pseudo_10040	na				
pseudo_10041	na				
pseudo_10042	na				
pseudo_10043	na				
pseudo_10044	na				
pseudo_10045	na				
pseudo_10046	na				
pseudo_10047	na				
pseudo_10048	na				
pseudo_10049	na				
pseudo_1005	na				
pseudo_10050	na				
pseudo_10051	na				
pseudo_10052	na				
pseudo_10053	na				
pseudo_10054	na				
pseudo_10055	na				
pseudo_10056	na				
pseudo_10057	na				
pseudo_10058	na				
pseudo_10059	na				
pseudo_1006	na				
pseudo_10060	na				
pseudo_10061	na				
pseudo_10062	na				
pseudo_10063	na				
pseudo_10064	na				
pseudo_10065	na				
pseudo_10066	na				
pseudo_10067	na				
pseudo_10068	na				
pseudo_10069	na				
pseudo_1007	na				
pseudo_10070	na				
pseudo_10071	na				
pseudo_10072	na				
pseudo_10073	na				
pseudo_10074	na				
pseudo_10075	na				
pseudo_10076	na				
pseudo_10077	na				
pseudo_10078	na				
pseudo_10079	na				
pseudo_1008	na				
pseudo_10080	na				
pseudo_10081	na				
pseudo_10082	na				
pseudo_10083	na				
pseudo_10084	na				
pseudo_10085	na				
pseudo_10086	na				
pseudo_10087	na				
pseudo_10088	na				
pseudo_10089	na				
pseudo_1009	na				
pseudo_10090	na				
pseudo_10091	na				
pseudo_10092	na				
pseudo_10093	na				
pseudo_10094	na				
pseudo_10095	na				
pseudo_10096	na				
pseudo_10097	na				
pseudo_10098	na				
pseudo_10099	na				
pseudo_101	na				
pseudo_1010	na				
pseudo_10100	na				
pseudo_10101	na				
pseudo_10102	na				
pseudo_10103	na				
pseudo_10104	na				
pseudo_10105	na				
pseudo_10106	na				
pseudo_10107	na				
pseudo_10108	na				
pseudo_10109	na				
pseudo_1011	na				
pseudo_10110	na				
pseudo_10111	na				
pseudo_10112	na				
pseudo_10113	na				
pseudo_10114	na				
pseudo_10115	na				
pseudo_10116	na				
pseudo_10117	na				
pseudo_10118	na				
pseudo_10119	na				
pseudo_1012	na				
pseudo_10120	na				
pseudo_10121	na				
pseudo_10122	na				
pseudo_10123	na				
pseudo_10124	na				
pseudo_10125	na				
pseudo_10126	na				
pseudo_10127	na				
pseudo_10128	na				
pseudo_10129	na				
pseudo_1013	na				
pseudo_10130	na				
pseudo_10131	na				
pseudo_10132	na				
pseudo_10133	na				
pseudo_10134	na				
pseudo_10135	na				
pseudo_10136	na				
pseudo_10137	na				
pseudo_10138	na				
pseudo_10139	na				
pseudo_1014	na				
pseudo_10140	na				
pseudo_10141	na				
pseudo_10142	na				
pseudo_10143	na				
pseudo_10144	na				
pseudo_10145	na				
pseudo_10146	na				
pseudo_10147	na				
pseudo_10148	na				
pseudo_10149	na				
pseudo_1015	na				
pseudo_10150	na				
pseudo_10151	na				
pseudo_10152	na				
pseudo_10153	na				
pseudo_10154	na				
pseudo_10155	na				
pseudo_10156	na				
pseudo_10157	na				
pseudo_10158	na				
pseudo_10159	na				
pseudo_1016	na				
pseudo_10160	na				
pseudo_10161	na				
pseudo_10162	na				
pseudo_10163	na				
pseudo_10164	na				
pseudo_10165	na				
pseudo_10166	na				
pseudo_10167	na				
pseudo_10168	na				
pseudo_10169	na				
pseudo_1017	na				
pseudo_10170	na				
pseudo_10171	na				
pseudo_10172	na				
pseudo_10173	na				
pseudo_10174	na				
pseudo_10175	na				
pseudo_10176	na				
pseudo_10177	na				
pseudo_10178	na				
pseudo_10179	na				
pseudo_1018	na				
pseudo_10180	na				
pseudo_10181	na				
pseudo_10182	na				
pseudo_10183	na				
pseudo_10184	na				
pseudo_10185	na				
pseudo_10186	na				
pseudo_10187	na				
pseudo_10188	na				
pseudo_10189	na				
pseudo_1019	na				
pseudo_10190	na				
pseudo_10191	na				
pseudo_10192	na				
pseudo_10193	na				
pseudo_10194	na				
pseudo_10195	na				
pseudo_10196	na				
pseudo_10197	na				
pseudo_10198	na				
pseudo_10199	na				
pseudo_102	na				
pseudo_1020	na				
pseudo_10200	na				
pseudo_10201	na				
pseudo_10202	na				
pseudo_10203	na				
pseudo_10204	na				
pseudo_10205	na				
pseudo_10206	na				
pseudo_10207	na				
pseudo_10208	na				
pseudo_10209	na				
pseudo_1021	na				
pseudo_10210	na				
pseudo_10211	na				
pseudo_10212	na				
pseudo_10213	na				
pseudo_10214	na				
pseudo_10215	na				
pseudo_10216	na				
pseudo_10217	na				
pseudo_10218	na				
pseudo_10219	na				
pseudo_1022	na				
pseudo_10220	na				
pseudo_10221	na				
pseudo_10222	na				
pseudo_10223	na				
pseudo_10224	na				
pseudo_10225	na				
pseudo_10226	na				
pseudo_10227	na				
pseudo_10228	na				
pseudo_10229	na				
pseudo_1023	na				
pseudo_10230	na				
pseudo_10231	na				
pseudo_10232	na				
pseudo_10233	na				
pseudo_10234	na				
pseudo_10235	na				
pseudo_10236	na				
pseudo_10237	na				
pseudo_10238	na				
pseudo_10239	na				
pseudo_1024	na				
pseudo_10240	na				
pseudo_10241	na				
pseudo_10242	na				
pseudo_10243	na				
pseudo_10244	na				
pseudo_10245	na				
pseudo_10246	na				
pseudo_10247	na				
pseudo_10248	na				
pseudo_10249	na				
pseudo_1025	na				
pseudo_10250	na				
pseudo_10251	na				
pseudo_10252	na				
pseudo_10253	na				
pseudo_10254	na				
pseudo_10255	na				
pseudo_10256	na				
pseudo_10257	na				
pseudo_10258	na				
pseudo_10259	na				
pseudo_1026	na				
pseudo_10260	na				
pseudo_10261	na				
pseudo_10262	na				
pseudo_10263	na				
pseudo_10264	na				
pseudo_10265	na				
pseudo_10266	na				
pseudo_10267	na				
pseudo_10268	na				
pseudo_10269	na				
pseudo_1027	na				
pseudo_10270	na				
pseudo_10271	na				
pseudo_10272	na				
pseudo_10273	na				
pseudo_10274	na				
pseudo_10275	na				
pseudo_10276	na				
pseudo_10277	na				
pseudo_10278	na				
pseudo_10279	na				
pseudo_1028	na				
pseudo_10280	na				
pseudo_10281	na				
pseudo_10282	na				
pseudo_10283	na				
pseudo_10284	na				
pseudo_10285	na				
pseudo_10286	na				
pseudo_10287	na				
pseudo_10288	na				
pseudo_10289	na				
pseudo_1029	na				
pseudo_10290	na				
pseudo_10291	na				
pseudo_10292	na				
pseudo_10293	na				
pseudo_10294	na				
pseudo_10295	na				
pseudo_10296	na				
pseudo_10297	na				
pseudo_10298	na				
pseudo_10299	na				
pseudo_103	na				
pseudo_1030	na				
pseudo_10300	na				
pseudo_10301	na				
pseudo_10302	na				
pseudo_10303	na				
pseudo_10304	na				
pseudo_10305	na				
pseudo_10306	na				
pseudo_10307	na				
pseudo_10308	na				
pseudo_10309	na				
pseudo_1031	na				
pseudo_10310	na				
pseudo_10311	na				
pseudo_10312	na				
pseudo_10313	na				
pseudo_10314	na				
pseudo_10315	na				
pseudo_10316	na				
pseudo_10317	na				
pseudo_10318	na				
pseudo_10319	na				
pseudo_1032	na				
pseudo_10320	na				
pseudo_10321	na				
pseudo_10322	na				
pseudo_10323	na				
pseudo_10324	na				
pseudo_10325	na				
pseudo_10326	na				
pseudo_10327	na				
pseudo_10328	na				
pseudo_10329	na				
pseudo_1033	na				
pseudo_10330	na				
pseudo_10331	na				
pseudo_10332	na				
pseudo_10333	na				
pseudo_10334	na				
pseudo_10335	na				
pseudo_10336	na				
pseudo_10337	na				
pseudo_10338	na				
pseudo_10339	na				
pseudo_1034	na				
pseudo_10340	na				
pseudo_10341	na				
pseudo_10342	na				
pseudo_10343	na				
pseudo_10344	na				
pseudo_10345	na				
pseudo_10346	na				
pseudo_10347	na				
pseudo_10348	na				
pseudo_10349	na				
pseudo_1035	na				
pseudo_10350	na				
pseudo_10351	na				
pseudo_10352	na				
pseudo_10353	na				
pseudo_10354	na				
pseudo_10355	na				
pseudo_10356	na				
pseudo_10357	na				
pseudo_10358	na				
pseudo_10359	na				
pseudo_1036	na				
pseudo_10360	na				
pseudo_10361	na				
pseudo_10362	na				
pseudo_10363	na				
pseudo_10364	na				
pseudo_10365	na				
pseudo_10366	na				
pseudo_10367	na				
pseudo_10368	na				
pseudo_10369	na				
pseudo_1037	na				
pseudo_10370	na				
pseudo_10371	na				
pseudo_10372	na				
pseudo_10373	na				
pseudo_10374	na				
pseudo_10375	na				
pseudo_10376	na				
pseudo_10377	na				
pseudo_10378	na				
pseudo_10379	na				
pseudo_1038	na				
pseudo_10380	na				
pseudo_10381	na				
pseudo_10382	na				
pseudo_10383	na				
pseudo_10384	na				
pseudo_10385	na				
pseudo_10386	na				
pseudo_10387	na				
pseudo_10388	na				
pseudo_10389	na				
pseudo_1039	na				
pseudo_10390	na				
pseudo_10391	na				
pseudo_10392	na				
pseudo_10393	na				
pseudo_10394	na				
pseudo_10395	na				
pseudo_10396	na				
pseudo_10397	na				
pseudo_10398	na				
pseudo_10399	na				
pseudo_104	na				
pseudo_1040	na				
pseudo_10400	na				
pseudo_10401	na				
pseudo_10402	na				
pseudo_10403	na				
pseudo_10404	na				
pseudo_10405	na				
pseudo_10406	na				
pseudo_10407	na				
pseudo_10408	na				
pseudo_10409	na				
pseudo_1041	na				
pseudo_10410	na				
pseudo_10411	na				
pseudo_10412	na				
pseudo_10413	na				
pseudo_10414	na				
pseudo_10415	na				
pseudo_10416	na				
pseudo_10417	na				
pseudo_10418	na				
pseudo_10419	na				
pseudo_1042	na				
pseudo_10420	na				
pseudo_10421	na				
pseudo_10422	na				
pseudo_10423	na				
pseudo_10424	na				
pseudo_10425	na				
pseudo_10426	na				
pseudo_10427	na				
pseudo_10428	na				
pseudo_10429	na				
pseudo_1043	na				
pseudo_10430	na				
pseudo_10431	na				
pseudo_10432	na				
pseudo_10433	na				
pseudo_10434	na				
pseudo_10435	na				
pseudo_10436	na				
pseudo_10437	na				
pseudo_10438	na				
pseudo_10439	na				
pseudo_1044	na				
pseudo_10440	na				
pseudo_10441	na				
pseudo_10442	na				
pseudo_10443	na				
pseudo_10444	na				
pseudo_10445	na				
pseudo_10446	na				
pseudo_10447	na				
pseudo_10448	na				
pseudo_10449	na				
pseudo_1045	na				
pseudo_10450	na				
pseudo_10451	na				
pseudo_10452	na				
pseudo_10453	na				
pseudo_10454	na				
pseudo_10455	na				
pseudo_10456	na				
pseudo_10457	na				
pseudo_10458	na				
pseudo_10459	na				
pseudo_1046	na				
pseudo_10460	na				
pseudo_10461	na				
pseudo_10462	na				
pseudo_10463	na				
pseudo_10464	na				
pseudo_10465	na				
pseudo_10466	na				
pseudo_10467	na				
pseudo_10468	na				
pseudo_10469	na				
pseudo_1047	na				
pseudo_10470	na				
pseudo_10471	na				
pseudo_10472	na				
pseudo_10473	na				
pseudo_10474	na				
pseudo_10475	na				
pseudo_10476	na				
pseudo_10477	na				
pseudo_10478	na				
pseudo_10479	na				
pseudo_1048	na				
pseudo_10480	na				
pseudo_10481	na				
pseudo_10482	na				
pseudo_10483	na				
pseudo_10484	na				
pseudo_10485	na				
pseudo_10486	na				
pseudo_10487	na				
pseudo_10488	na				
pseudo_10489	na				
pseudo_1049	na				
pseudo_10490	na				
pseudo_10491	na				
pseudo_10492	na				
pseudo_10493	na				
pseudo_10494	na				
pseudo_10495	na				
pseudo_10496	na				
pseudo_10497	na				
pseudo_10498	na				
pseudo_10499	na				
pseudo_105	na				
pseudo_1050	na				
pseudo_10500	na				
pseudo_10501	na				
pseudo_10502	na				
pseudo_10503	na				
pseudo_10504	na				
pseudo_10505	na				
pseudo_10506	na				
pseudo_10507	na				
pseudo_10508	na				
pseudo_10509	na				
pseudo_1051	na				
pseudo_10510	na				
pseudo_10511	na				
pseudo_10512	na				
pseudo_10513	na				
pseudo_10514	na				
pseudo_10515	na				
pseudo_10516	na				
pseudo_10517	na				
pseudo_10518	na				
pseudo_10519	na				
pseudo_1052	na				
pseudo_10520	na				
pseudo_10521	na				
pseudo_10522	na				
pseudo_10523	na				
pseudo_10524	na				
pseudo_10525	na				
pseudo_10526	na				
pseudo_10527	na				
pseudo_10528	na				
pseudo_10529	na				
pseudo_1053	na				
pseudo_10530	na				
pseudo_10531	na				
pseudo_10532	na				
pseudo_10533	na				
pseudo_10534	na				
pseudo_10535	na				
pseudo_10536	na				
pseudo_10537	na				
pseudo_10538	na				
pseudo_10539	na				
pseudo_1054	na				
pseudo_10540	na				
pseudo_10541	na				
pseudo_10542	na				
pseudo_10543	na				
pseudo_10544	na				
pseudo_10545	na				
pseudo_10546	na				
pseudo_10547	na				
pseudo_10548	na				
pseudo_10549	na				
pseudo_1055	na				
pseudo_10550	na				
pseudo_10551	na				
pseudo_10552	na				
pseudo_10553	na				
pseudo_10554	na				
pseudo_10555	na				
pseudo_10556	na				
pseudo_10557	na				
pseudo_10558	na				
pseudo_10559	na				
pseudo_1056	na				
pseudo_10560	na				
pseudo_10561	na				
pseudo_10562	na				
pseudo_10563	na				
pseudo_10564	na				
pseudo_10565	na				
pseudo_10566	na				
pseudo_10567	na				
pseudo_10568	na				
pseudo_10569	na				
pseudo_1057	na				
pseudo_10570	na				
pseudo_10571	na				
pseudo_10572	na				
pseudo_10573	na				
pseudo_10574	na				
pseudo_10575	na				
pseudo_10576	na				
pseudo_10577	na				
pseudo_10578	na				
pseudo_10579	na				
pseudo_1058	na				
pseudo_10580	na				
pseudo_10581	na				
pseudo_10582	na				
pseudo_10583	na				
pseudo_10584	na				
pseudo_10585	na				
pseudo_10586	na				
pseudo_10587	na				
pseudo_10588	na				
pseudo_10589	na				
pseudo_1059	na				
pseudo_10590	na				
pseudo_10591	na				
pseudo_10592	na				
pseudo_10593	na				
pseudo_10594	na				
pseudo_10595	na				
pseudo_10596	na				
pseudo_10597	na				
pseudo_10598	na				
pseudo_10599	na				
pseudo_106	na				
pseudo_1060	na				
pseudo_10600	na				
pseudo_10601	na				
pseudo_10602	na				
pseudo_10603	na				
pseudo_10604	na				
pseudo_10605	na				
pseudo_10606	na				
pseudo_10607	na				
pseudo_10608	na				
pseudo_10609	na				
pseudo_1061	na				
pseudo_10610	na				
pseudo_10611	na				
pseudo_10612	na				
pseudo_10613	na				
pseudo_10614	na				
pseudo_10615	na				
pseudo_10616	na				
pseudo_10617	na				
pseudo_10618	na				
pseudo_10619	na				
pseudo_1062	na				
pseudo_10620	na				
pseudo_10621	na				
pseudo_10622	na				
pseudo_10623	na				
pseudo_10624	na				
pseudo_10625	na				
pseudo_10626	na				
pseudo_10627	na				
pseudo_10628	na				
pseudo_10629	na				
pseudo_1063	na				
pseudo_10630	na				
pseudo_10631	na				
pseudo_10632	na				
pseudo_10633	na				
pseudo_10634	na				
pseudo_10635	na				
pseudo_10636	na				
pseudo_10637	na				
pseudo_10638	na				
pseudo_10639	na				
pseudo_1064	na				
pseudo_10640	na				
pseudo_10641	na				
pseudo_10642	na				
pseudo_10643	na				
pseudo_10644	na				
pseudo_10645	na				
pseudo_10646	na				
pseudo_10647	na				
pseudo_10648	na				
pseudo_10649	na				
pseudo_1065	na				
pseudo_10650	na				
pseudo_10651	na				
pseudo_10652	na				
pseudo_10653	na				
pseudo_10654	na				
pseudo_10655	na				
pseudo_10656	na				
pseudo_10657	na				
pseudo_10658	na				
pseudo_10659	na				
pseudo_1066	na				
pseudo_10660	na				
pseudo_10661	na				
pseudo_10662	na				
pseudo_10663	na				
pseudo_10664	na				
pseudo_10665	na				
pseudo_10666	na				
pseudo_10667	na				
pseudo_10668	na				
pseudo_10669	na				
pseudo_1067	na				
pseudo_10670	na				
pseudo_10671	na				
pseudo_10672	na				
pseudo_10673	na				
pseudo_10674	na				
pseudo_10675	na				
pseudo_10676	na				
pseudo_10677	na				
pseudo_10678	na				
pseudo_10679	na				
pseudo_1068	na				
